0.000000000000000000e+00,3.420123159885406494e-01,1.315975338220596313e-01,4.808759689331054688e-02,2.259562015533447266e-01,1.000000000000000000e+00,2.372086048126220703e-01,5.032293796539306641e-01,9.539812207221984863e-01,7.910990118980407715e-01,5.217479169368743896e-02,5.439499393105506897e-02,3.460994958877563477e-01,9.778989106416702271e-02,8.300534635782241821e-02,1.792814582586288452e-01,0.000000000000000000e+00,3.867295756936073303e-02,1.801332831382751465e-01,1.515785306692123413e-01,1.000000000000000000e+00,4.558058083057403564e-02,5.906990170478820801e-01,3.710658252239227295e-01,1.857761293649673462e-01,2.615167498588562012e-01,2.209466397762298584e-01,4.120251163840293884e-02,1.649559736251831055e-01,1.629615277051925659e-01,8.795057535171508789e-01,5.699761509895324707e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.463754415512084961e-01,1.189602017402648926e-01,1.822323421947658062e-03,1.037116423249244690e-01,9.658314287662506104e-02,3.719683736562728882e-02,9.208093583583831787e-02,2.374112308025360107e-01,2.824601344764232635e-02,2.519094152376055717e-03,5.791236832737922668e-02,1.111349314451217651e-01,1.849122345447540283e-02,2.744204737246036530e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.677768766880035400e-01,4.816199094057083130e-02,9.225528687238693237e-03,5.329517126083374023e-01,2.647490203380584717e-01,2.432227879762649536e-01,5.269905924797058105e-01,7.026541233062744141e-01,8.537635207176208496e-01,6.718077231198549271e-03,7.096560299396514893e-02,6.945167481899261475e-02,7.219567894935607910e-02,6.216587126255035400e-02
0.000000000000000000e+00,1.591633409261703491e-01,7.765852380543947220e-03,7.216381374746561050e-03,1.816550046205520630e-01,8.801787495613098145e-01,1.096743494272232056e-01,4.475621879100799561e-01,1.000000000000000000e+00,2.428294122219085693e-01,8.073555678129196167e-02,3.831642121076583862e-02,2.956152260303497314e-01,3.175940364599227905e-02,4.710795357823371887e-02,1.334847360849380493e-01,0.000000000000000000e+00,3.026140294969081879e-02,9.417801350355148315e-02,1.190658956766128540e-01,1.000000000000000000e+00,3.405923023819923401e-02,4.629307985305786133e-01,2.635449171066284180e-01,1.594683080911636353e-01,2.786554098129272461e-01,1.394287049770355225e-01,3.474606946110725403e-02,1.348228305578231812e-01,1.250858604907989502e-01,7.421922087669372559e-01,4.218415319919586182e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.758637905120849609e-01,1.315830945968627930e-01,4.417657910380512476e-04,1.905588358640670776e-01,9.242371469736099243e-02,3.029251238331198692e-03,3.529077768325805664e-01,2.801426351070404053e-01,4.102110979147255421e-04,7.825565524399280548e-03,2.969297207891941071e-02,1.403553038835525513e-01,1.243255194276571274e-02,3.777097538113594055e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.267149984836578369e-01,7.366611063480377197e-02,8.877114392817020416e-03,4.298196732997894287e-01,2.562744021415710449e-01,2.661740183830261230e-01,4.445993602275848389e-01,5.806841254234313965e-01,6.436140537261962891e-01,2.282022684812545776e-02,1.869771331548690796e-01,1.426380425691604614e-01,1.412902027368545532e-02,3.506692647933959961e-01
0.000000000000000000e+00,4.441608488559722900e-01,2.830242216587066650e-01,5.620781704783439636e-02,3.252226114273071289e-01,8.884918689727783203e-01,3.152969181537628174e-01,4.677556455135345459e-01,9.158868193626403809e-01,1.000000000000000000e+00,1.267653554677963257e-01,6.046168506145477295e-02,4.083716273307800293e-01,1.056094393134117126e-01,9.177017956972122192e-02,1.828597337007522583e-01,0.000000000000000000e+00,4.370561987161636353e-02,2.603071630001068115e-01,1.717950105667114258e-01,9.073594808578491211e-01,8.058568090200424194e-02,1.000000000000000000e+00,4.056806266307830811e-01,2.107117325067520142e-01,3.660483360290527344e-01,2.388396561145782471e-01,8.719106018543243408e-02,1.556668728590011597e-01,1.289150714874267578e-01,7.404634952545166016e-01,7.072163820266723633e-01,0.000000000000000000e+00,8.339974880218505859e-01,7.943693995475769043e-01,1.000000000000000000e+00,3.025606973096728325e-03,2.254446223378181458e-02,1.113939955830574036e-01,3.025606973096728325e-03,5.415098667144775391e-01,8.515976369380950928e-02,2.291343733668327332e-02,3.431481076404452324e-03,1.521289944648742676e-01,1.025016605854034424e-01,9.999262169003486633e-03,3.837355179712176323e-03,0.000000000000000000e+00,9.141449332237243652e-01,4.324680864810943604e-01,7.225152850151062012e-02,5.101332440972328186e-02,3.128817379474639893e-01,4.309411346912384033e-01,3.214880526065826416e-01,5.950166583061218262e-01,1.000000000000000000e+00,9.262215495109558105e-01,1.969739049673080444e-01,8.530677556991577148e-01,1.281232684850692749e-01,4.629372432827949524e-02,6.597723364830017090e-01
0.000000000000000000e+00,2.163243144750595093e-01,2.987375482916831970e-02,1.954085193574428558e-02,1.922003179788589478e-01,9.592517018318176270e-01,1.542852371931076050e-01,4.802300035953521729e-01,1.000000000000000000e+00,4.212324619293212891e-01,6.624723970890045166e-02,4.528978094458580017e-02,3.144868910312652588e-01,5.412274599075317383e-02,6.195574998855590820e-02,1.515353471040725708e-01,0.000000000000000000e+00,3.189907968044281006e-02,1.213948950171470642e-01,1.260671913623809814e-01,1.000000000000000000e+00,3.381047397851943970e-02,4.577156603336334229e-01,2.929108440876007080e-01,1.708788126707077026e-01,2.689121961593627930e-01,1.720681339502334595e-01,3.240878507494926453e-02,1.436945199966430664e-01,1.428450047969818115e-01,7.979441881179809570e-01,4.549972414970397949e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.259251713752746582e-01,1.242801025509834290e-01,1.151835545897483826e-03,1.781505644321441650e-01,8.916388452053070068e-02,2.105791680514812469e-02,2.260551154613494873e-01,2.554712295532226562e-01,9.421424008905887604e-03,5.906849168241024017e-03,2.528131380677223206e-02,1.319590061902999878e-01,1.630290411412715912e-02,4.323813319206237793e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.340092957019805908e-01,6.105949729681015015e-02,3.260675352066755295e-03,5.045113563537597656e-01,2.455779910087585449e-01,2.472753226757049561e-01,4.781579375267028809e-01,6.088976263999938965e-01,7.110952138900756836e-01,1.442737225443124771e-02,4.167411103844642639e-02,9.889226406812667847e-02,3.537609428167343140e-02,1.825084835290908813e-01
0.000000000000000000e+00,3.457943797111511230e-01,1.274998784065246582e-01,7.394315302371978760e-02,1.947121173143386841e-01,9.125466346740722656e-01,1.621713191270828247e-01,5.518376827239990234e-01,1.000000000000000000e+00,7.410295009613037109e-01,3.951382637023925781e-02,5.137765780091285706e-02,2.814875841140747070e-01,6.479105353355407715e-02,9.350636601448059082e-02,2.021693885326385498e-01,0.000000000000000000e+00,3.773398697376251221e-02,1.896083354949951172e-01,1.556279957294464111e-01,8.985034823417663574e-01,4.410529881715774536e-02,5.661085844039916992e-01,3.668691515922546387e-01,1.842248290777206421e-01,2.791524529457092285e-01,2.296636551618576050e-01,2.029930427670478821e-02,1.723218262195587158e-01,1.881266385316848755e-01,1.000000000000000000e+00,6.065589785575866699e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.327611446380615234e-01,1.159862056374549866e-01,1.149701885879039764e-03,9.919521212577819824e-02,7.842036336660385132e-02,3.925028815865516663e-02,8.983717113733291626e-02,2.480682283639907837e-01,2.205823361873626709e-02,2.914360491558909416e-03,6.245822459459304810e-02,1.301569491624832153e-01,1.959840580821037292e-02,3.184406831860542297e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.540983557701110840e-01,4.774474352598190308e-02,8.891358971595764160e-03,5.573307275772094727e-01,2.302028387784957886e-01,2.365934997797012329e-01,4.525794088840484619e-01,7.509030103683471680e-01,8.601926565170288086e-01,4.214133601635694504e-03,5.756228417158126831e-02,5.621932074427604675e-02,6.705566495656967163e-02,4.737427085638046265e-02
0.000000000000000000e+00,1.594425588846206665e-01,8.436656557023525238e-03,1.653174869716167450e-02,1.494347155094146729e-01,7.709123492240905762e-01,7.968712598085403442e-02,4.756976366043090820e-01,1.000000000000000000e+00,2.201386690139770508e-01,4.679441079497337341e-02,3.777709603309631348e-02,2.285753339529037476e-01,2.124534547328948975e-02,5.239607766270637512e-02,1.486149579286575317e-01,0.000000000000000000e+00,3.456014394760131836e-02,1.112208291888237000e-01,1.289048492908477783e-01,1.000000000000000000e+00,3.554757684469223022e-02,4.686714410781860352e-01,2.916965782642364502e-01,1.807899475097656250e-01,3.201077282428741455e-01,1.588868945837020874e-01,2.199281938374042511e-02,1.572711020708084106e-01,1.505834758281707764e-01,9.296678900718688965e-01,4.984739720821380615e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.778273463249206543e-01,1.391125768423080444e-01,9.624948143027722836e-04,1.863389909267425537e-01,7.369501888751983643e-02,1.892906380817294121e-03,3.840675055980682373e-01,2.792197465896606445e-01,8.341621723957359791e-04,9.881612844765186310e-03,3.153774514794349670e-02,1.634636968374252319e-01,1.286534685641527176e-02,4.661682993173599243e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.216166257858276367e-01,4.230947047472000122e-02,7.113163825124502182e-03,4.640184640884399414e-01,2.057736665010452271e-01,2.555658221244812012e-01,3.785681426525115967e-01,6.318706870079040527e-01,6.628175377845764160e-01,2.323325723409652710e-02,2.156120091676712036e-01,1.375519633293151855e-01,1.381062343716621399e-02,3.591223955154418945e-01
0.000000000000000000e+00,4.214237630367279053e-01,2.863219082355499268e-01,9.978733211755752563e-02,2.796059846878051758e-01,8.614842295646667480e-01,2.156928628683090210e-01,5.251287221908569336e-01,1.000000000000000000e+00,9.898701310157775879e-01,1.164651885628700256e-01,6.139467284083366394e-02,3.501231372356414795e-01,7.174837589263916016e-02,1.002910211682319641e-01,2.173158675432205200e-01,0.000000000000000000e+00,4.848767444491386414e-02,2.892359793186187744e-01,1.929599642753601074e-01,8.636283874511718750e-01,8.193950355052947998e-02,1.000000000000000000e+00,4.258406758308410645e-01,2.218077927827835083e-01,4.127863049507141113e-01,2.617868185043334961e-01,5.775394663214683533e-02,1.721545606851577759e-01,1.605571359395980835e-01,8.756337761878967285e-01,7.633311748504638672e-01,0.000000000000000000e+00,8.164522647857666016e-01,7.576010227203369141e-01,1.000000000000000000e+00,1.195868826471269131e-03,1.830041594803333282e-02,9.400253742933273315e-02,1.304584206081926823e-03,5.216524600982666016e-01,8.679108321666717529e-02,1.873527839779853821e-02,4.239898640662431717e-03,1.786917895078659058e-01,1.112520396709442139e-01,9.421996772289276123e-03,4.167421720921993256e-03,0.000000000000000000e+00,8.973595499992370605e-01,4.123090803623199463e-01,6.607558578252792358e-02,5.203209817409515381e-02,3.129692077636718750e-01,4.131503999233245850e-01,3.162697255611419678e-01,4.833031296730041504e-01,1.000000000000000000e+00,8.782681822776794434e-01,1.601734459400177002e-01,8.182112574577331543e-01,6.885839998722076416e-02,4.543101042509078979e-02,5.472430586814880371e-01
0.000000000000000000e+00,2.256439775228500366e-01,2.756632119417190552e-02,3.314109891653060913e-02,1.520569026470184326e-01,8.232603073120117188e-01,1.124951913952827454e-01,5.079969167709350586e-01,1.000000000000000000e+00,3.776240050792694092e-01,3.502498939633369446e-02,3.910034522414207458e-02,2.463667839765548706e-01,3.502498939633369446e-02,6.547481566667556763e-02,1.639369428157806396e-01,0.000000000000000000e+00,3.765340149402618408e-02,1.332744508981704712e-01,1.401543319225311279e-01,9.801041483879089355e-01,3.342320397496223450e-02,4.460766017436981201e-01,3.207976818084716797e-01,1.844087094068527222e-01,2.959743440151214600e-01,1.882205307483673096e-01,1.780401729047298431e-02,1.673484593629837036e-01,1.744607686996459961e-01,1.000000000000000000e+00,5.288676023483276367e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.215221762657165527e-01,1.306508481502532959e-01,1.325181452557444572e-03,1.794115006923675537e-01,7.137909531593322754e-02,1.807065680623054504e-02,2.560310959815979004e-01,2.648856937885284424e-01,5.632020998746156693e-03,7.890853099524974823e-03,2.918411046266555786e-02,1.555883437395095825e-01,1.795018464326858521e-02,5.231454968452453613e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.228069454431533813e-01,4.214325919747352600e-02,1.174270408228039742e-03,5.341625809669494629e-01,1.988431215286254883e-01,2.266341894865036011e-01,3.995128870010375977e-01,6.461966633796691895e-01,7.059540152549743652e-01,1.439568586647510529e-02,4.931935667991638184e-02,9.289783984422683716e-02,3.509764000773429871e-02,1.800547987222671509e-01
0.000000000000000000e+00,1.599148064851760864e-01,1.037003025412559509e-01,7.576010376214981079e-02,2.568493187427520752e-01,1.000000000000000000e+00,2.184680849313735962e-01,4.462913572788238525e-01,9.117941856384277344e-01,6.041597127914428711e-01,3.027898445725440979e-02,1.140160392969846725e-02,1.729034483432769775e-01,4.715168848633766174e-02,5.049281567335128784e-02,8.720347285270690918e-02,0.000000000000000000e+00,1.026903465390205383e-01,1.202303469181060791e-01,2.079743295907974243e-01,3.028398156166076660e-01,9.104096889495849609e-02,3.797696530818939209e-01,2.479338794946670532e-01,2.370318323373794556e-01,2.615174949169158936e-01,9.868999570608139038e-02,4.215755313634872437e-02,2.429664134979248047e-01,1.062071397900581360e-01,1.000000000000000000e+00,9.549410939216613770e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.445634603500366211e-01,3.985033035278320312e-01,1.526045496575534344e-03,7.333822548389434814e-02,3.119589202105998993e-02,1.250183396041393280e-02,8.369772881269454956e-02,1.703008115291595459e-01,6.133528891950845718e-03,8.510638028383255005e-03,1.889068186283111572e-01,1.861775517463684082e-01,1.071166526526212692e-02,1.866471022367477417e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.718614250421524048e-01,4.289298504590988159e-02,4.641513153910636902e-02,8.690051436424255371e-01,2.223776876926422119e-01,5.929750204086303711e-01,1.397761255502700806e-01,6.915950775146484375e-01,7.241628766059875488e-01,7.382032461464405060e-03,1.503908187150955200e-01,2.267683111131191254e-02,1.017562448978424072e-01,4.163852334022521973e-02
0.000000000000000000e+00,6.905622780323028564e-02,9.930944070219993591e-03,2.910226956009864807e-02,1.951989531517028809e-01,9.062479734420776367e-01,1.414337456226348877e-01,4.204209148883819580e-01,1.000000000000000000e+00,1.922393888235092163e-01,3.370601683855056763e-02,9.174613282084465027e-03,1.627753973007202148e-01,1.696810312569141388e-02,2.874054573476314545e-02,7.346267998218536377e-02,0.000000000000000000e+00,8.459458500146865845e-02,4.256066307425498962e-02,1.479439586400985718e-01,3.231379687786102295e-01,6.320890784263610840e-02,2.766091823577880859e-01,1.654668748378753662e-01,2.043754607439041138e-01,2.315201759338378906e-01,5.846823751926422119e-02,2.085893787443637848e-02,2.128033190965652466e-01,4.470274224877357483e-02,1.000000000000000000e+00,6.353548765182495117e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.383820414543151855e-01,9.123019874095916748e-02,1.186177134513854980e-03,7.583625614643096924e-02,9.383978322148323059e-03,1.779265701770782471e-02,1.445290893316268921e-01,2.027835547924041748e-01,3.057700814679265022e-03,1.462951768189668655e-02,4.467933624982833862e-02,2.315944880247116089e-01,5.957244895398616791e-03,5.488045886158943176e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.609897315502166748e-01,3.397114202380180359e-02,4.387750290334224701e-03,6.972000002861022949e-01,2.208802700042724609e-01,5.569729208946228027e-01,1.368344873189926147e-01,6.198036670684814453e-01,6.623241305351257324e-01,2.121499925851821899e-02,2.238657474517822266e-01,3.749943524599075317e-02,6.468539685010910034e-02,8.282444626092910767e-02
